ID;Наименование;Описание;Фото;Производитель;Артикул;"Диаметр, мм";"Длина режущей части ножа, мм";"Общая длина, мм";"Диаметр хвостовика, мм";"Градус резки, °";"Количество зубьев, шт.";"Обрабатываемый материал";"Частота вращения, об/мин";Стоимость;Наличие
6767;"D=38.4x25.4x70 S=8 Набор фрез для сращивания ""Угол""ARDEN 336821/337821";;https://tooldirect.ru/upload/iblock/e69/e69738747700f926c54674d958c5d6f5.jpg;ARDEN;336821/337821;38.5;27.4;70;8;90;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";18000;6790.00;"от 20"
